Category,City,Country,CustomerName,OrderDate,Region,Segment,ShipDate,ShipMode,ShipStatus,State,SubCategory,DaystoShipActual,DaystoShipScheduled,Discount,NumberofRecords,Profit,ProfitperOrder,ProfitRatio,Quantity,Sales,SalesForecast,SalesperCustomer,saleswodic
Office Supplies,San Francisco,United States,Sally Hughsby,9/18/2017,West,Corporate,9/23/2017,Standard Class,Shipped Early,California,Envelopes,5,6,0,1,5,5,0.48,3,11,16,10.86,11
Office Supplies,San Francisco,United States,Sally Hughsby,9/18/2017,West,Corporate,9/23/2017,Standard Class,Shipped Early,California,Paper,5,6,0,1,19,19,0.13,3,144,215,143.7,144
Office Supplies,Independence,United States,Sandra Glassco,12/22/2017,Central,Consumer,12/27/2017,Standard Class,Shipped Early,Missouri,Appliances,5,6,0,1,227,227,0.27,3,839,1257,839.43,839
Office Supplies,Pasadena,United States,Helen Andreada,9/7/2015,West,Consumer,9/12/2015,Standard Class,Shipped Early,California,Storage,5,6,0,1,316,316,0.47,7,672,1006,671.93,672
Furniture,Newark,United States,Maureen Gastineau,10/22/2014,East,Home Office,10/28/2014,Standard Class,Shipped On Time,Ohio,Furnishings,6,6,0.2,1,45,45,0.48,4,94,141,93.89,118
Technology,Franklin,United States,Justin Ellison,12/5/2016,Central,Corporate,12/9/2016,Standard Class,Shipped Early,Wisconsin,Phones,4,6,0,1,100,100,0.26,11,384,576,384.45,384
Technology,Franklin,United States,Justin Ellison,12/5/2016,Central,Corporate,12/9/2016,Standard Class,Shipped Early,Wisconsin,Phones,4,6,0,1,5,5,0.03,3,150,225,149.97,150
Furniture,Franklin,United States,Justin Ellison,12/5/2016,Central,Corporate,12/9/2016,Standard Class,Shipped Early,Wisconsin,Chairs,4,6,0,1,273,273,0.14,8,1952,2923,1951.84,1952
Office Supplies,Franklin,United States,Justin Ellison,12/5/2016,Central,Corporate,12/9/2016,Standard Class,Shipped Early,Wisconsin,Binders,4,6,0,1,46,46,0.27,5,172,257,171.55,172
Office Supplies,Scottsdale,United States,Tamara Willingham,3/13/2016,West,Home Office,3/16/2016,First Class,Shipped Late,Arizona,Appliances,3,1,0.2,1,6,6,0.04,5,158,237,157.92,198
Technology,Scottsdale,United States,Tamara Willingham,3/13/2016,West,Home Office,3/16/2016,First Class,Shipped Late,Arizona,Phones,3,1,0.2,1,61,61,0.3,2,203,304,203.18,254
Office Supplies,San Jose,United States,Stephanie Phelps,5/31/2015,West,Corporate,6/2/2015,First Class,Shipped Late,California,Paper,2,1,0,1,27,27,0.47,7,58,87,58.38,58
Office Supplies,San Jose,United States,Stephanie Phelps,5/31/2015,West,Corporate,6/2/2015,First Class,Shipped Late,California,Paper,2,1,0,1,12,12,0.11,4,106,158,105.52,106
Office Supplies,San Jose,United States,Stephanie Phelps,5/31/2015,West,Corporate,6/2/2015,First Class,Shipped Late,California,Storage,2,1,0,1,6,6,0.08,6,81,121,80.88,81
Office Supplies,Seattle,United States,Neil Knudson,5/28/2015,West,Home Office,6/3/2015,Standard Class,Shipped On Time,Washington,Art,6,6,0,1,3,3,0.45,3,7,10,6.63,7
Furniture,Seattle,United States,Dave Brooks,3/1/2014,West,Consumer,3/6/2014,Second Class,Shipped Late,Washington,Chairs,5,3,0.2,1,211,211,0.46,2,458,685,457.57,573
Office Supplies,Edmond,United States,Nora Paige,11/20/2016,Central,Consumer,11/24/2016,Standard Class,Shipped Early,Oklahoma,Labels,4,6,0,1,4,4,0.26,2,15,22,14.62,15
Technology,Edmond,United States,Nora Paige,11/20/2016,Central,Consumer,11/24/2016,Standard Class,Shipped Early,Oklahoma,Phones,4,6,0,1,255,255,0.27,7,945,1415,944.93,945
Office Supplies,Los Angeles,United States,Ted Trevino,5/11/2016,West,Consumer,5/12/2016,First Class,Shipped On Time,California,Paper,1,1,0,1,1,1,0.11,1,6,9,5.98,6
Technology,Philadelphia,United States,Eric Murdock,12/28/2015,East,Consumer,12/31/2015,Second Class,Shipped On Time,Pennsylvania,Accessories,3,3,0.2,1,25,25,0.47,2,54,81,54.38,68
Office Supplies,Carlsbad,United States,Ruben Dartt,11/16/2016,West,Consumer,11/20/2016,Standard Class,Shipped Early,New Mexico,Envelopes,4,6,0,1,7,7,0.25,5,28,43,28.4,28
Office Supplies,Seattle,United States,Max Jones,11/7/2016,West,Consumer,11/11/2016,Standard Class,Shipped Early,Washington,Binders,4,6,0.2,1,13,13,0.45,2,28,41,27.68,35
Office Supplies,San Antonio,United States,Becky Martin,9/8/2014,Central,Consumer,9/12/2014,Standard Class,Shipped Early,Texas,Art,4,6,0.2,1,0,0,0.03,3,10,15,9.94,13
Technology,San Antonio,United States,Becky Martin,9/8/2014,Central,Consumer,9/12/2014,Standard Class,Shipped Early,Texas,Machines,4,6,0.4,1,3835,3835,0.47,8,8160,12220,8159.95,13600
Office Supplies,San Antonio,United States,Becky Martin,9/8/2014,Central,Consumer,9/12/2014,Standard Class,Shipped Early,Texas,Storage,4,6,0.2,1,97,97,0.35,3,276,413,275.93,345
Furniture,San Antonio,United States,Becky Martin,9/8/2014,Central,Consumer,9/12/2014,Standard Class,Shipped Early,Texas,Chairs,4,6,0.3,1,487,487,0.28,9,1740,2606,1740.06,2486
Office Supplies,San Antonio,United States,Becky Martin,9/8/2014,Central,Consumer,9/12/2014,Standard Class,Shipped Early,Texas,Art,4,6,0.2,1,-5,-5,-0.17,6,32,48,32.06,40
Office Supplies,San Antonio,United States,Becky Martin,9/8/2014,Central,Consumer,9/12/2014,Standard Class,Shipped Early,Texas,Appliances,4,6,0.8,1,-37,-37,-0.21,5,178,267,177.98,890
Technology,San Antonio,United States,Becky Martin,9/8/2014,Central,Consumer,9/12/2014,Standard Class,Shipped Early,Texas,Phones,4,6,0.2,1,-1,-1,-0.01,3,144,216,143.98,180
Office Supplies,Los Angeles,United States,Chad Sievert,8/5/2014,West,Consumer,8/9/2014,Standard Class,Shipped Early,California,Paper,4,6,0,1,4,4,0.21,3,21,31,20.94,21
Office Supplies,Los Angeles,United States,Chad Sievert,8/5/2014,West,Consumer,8/9/2014,Standard Class,Shipped Early,California,Paper,4,6,0,1,-283,-283,-2.55,2,111,166,110.96,111
Furniture,Los Angeles,United States,Chad Sievert,8/5/2014,West,Consumer,8/9/2014,Standard Class,Shipped Early,California,Chairs,4,6,0.2,1,20,20,0.06,7,340,509,340.14,425
Office Supplies,Chicago,United States,Jennifer Braxton,9/14/2014,Central,Corporate,9/19/2014,Standard Class,Shipped Early,Illinois,Appliances,5,6,0.8,1,24,24,0.47,2,52,79,52.45,260
Office Supplies,Chicago,United States,Jennifer Braxton,9/14/2014,Central,Corporate,9/19/2014,Standard Class,Shipped Early,Illinois,Labels,5,6,0.2,1,10,10,0.48,4,20,30,20.16,25
Office Supplies,Houston,United States,Shirley Jackson,4/21/2017,Central,Consumer,4/25/2017,Second Class,Shipped Late,Texas,Appliances,4,3,0.8,1,6,6,0.06,4,97,146,97.26,485
Furniture,Newark,United States,Joel Eaton,11/21/2015,East,Consumer,11/23/2015,Second Class,Shipped Early,Ohio,Chairs,2,3,0.3,1,-993,-993,-2.5,7,397,594,396.8,567
Office Supplies,Newark,United States,Joel Eaton,11/21/2015,East,Consumer,11/23/2015,Second Class,Shipped Early,Ohio,Supplies,2,3,0.12,1,7,7,0.41,5,18,24,15.88,20
Office Supplies,New York City,United States,Jim Kriz,12/15/2015,East,Home Office,12/19/2015,Standard Class,Shipped Early,New York,Art,4,6,0,1,-8,-8,-2.5,1,3,5,3.28,3
Office Supplies,Decatur,United States,David Kendrick,12/5/2014,Central,Corporate,12/9/2014,Second Class,Shipped Late,Illinois,Storage,4,3,0.2,1,-1,-1,-0.03,2,25,37,24.82,31
Technology,Decatur,United States,David Kendrick,12/5/2014,Central,Corporate,12/9/2014,Second Class,Shipped Late,Illinois,Accessories,4,3,0.2,1,-98,-98,-0.24,7,409,612,408.74,511
Technology,Monroe,United States,Robert Marley,11/19/2014,South,Home Office,11/24/2014,Second Class,Shipped Late,Louisiana,Phones,5,3,0,1,217,217,0.43,4,504,755,503.96,504
Technology,Monroe,United States,Robert Marley,11/19/2014,South,Home Office,11/24/2014,Second Class,Shipped Late,Louisiana,Phones,5,3,0,1,12,12,0.08,5,150,225,149.95,150
Technology,Monroe,United States,Robert Marley,11/19/2014,South,Home Office,11/24/2014,Second Class,Shipped Late,Louisiana,Accessories,5,3,0,1,6,6,0.19,2,29,43,29,29
Office Supplies,Fairfield,United States,Sally Knutson,11/28/2016,East,Consumer,12/2/2016,Standard Class,Shipped Early,Connecticut,Binders,4,6,0,1,2,2,0.26,2,7,11,7.16,7
Technology,Los Angeles,United States,Frank Merwin,8/26/2014,West,Home Office,8/30/2014,Standard Class,Shipped Early,California,Accessories,4,6,0,1,50,50,0.28,8,177,265,176.8,177
Office Supplies,Grand Prairie,United States,Alice McCarthy,7/16/2016,Central,Corporate,7/22/2016,Standard Class,Shipped On Time,Texas,Storage,6,6,0.2,1,9,9,0.25,3,37,56,37.22,46
Office Supplies,Grand Prairie,United States,Alice McCarthy,7/16/2016,Central,Corporate,7/22/2016,Standard Class,Shipped On Time,Texas,Paper,6,6,0.2,1,10,10,0.48,3,20,30,20.02,25
Furniture,New York City,United States,Mark Packer,10/12/2015,East,Home Office,10/14/2015,First Class,Shipped Late,New York,Bookcases,2,1,0.15,1,172,172,0.18,4,955,1347,899.14,1124
Technology,New York City,United States,Mark Packer,10/12/2015,East,Home Office,10/14/2015,First Class,Shipped Late,New York,Phones,2,1,0,1,7,7,0.1,6,72,107,71.76,72
Office Supplies,New York City,United States,Mark Packer,10/12/2015,East,Home Office,10/14/2015,First Class,Shipped Late,New York,Paper,2,1,0,1,16,16,0.31,8,52,78,51.84,52
Furniture,New York City,United States,Mark Packer,10/12/2015,East,Home Office,10/14/2015,First Class,Shipped Late,New York,Bookcases,2,1,0.15,1,120,120,0.18,3,665,938,626.35,783
Office Supplies,New York City,United States,Mark Packer,10/12/2015,East,Home Office,10/14/2015,First Class,Shipped Late,New York,Art,2,1,0,1,6,6,0.28,5,20,30,19.9,20
Office Supplies,Redlands,United States,Mary Zewe,10/31/2015,West,Corporate,11/6/2015,Standard Class,Shipped On Time,California,Envelopes,6,6,0,1,7,7,0.48,7,14,21,14.28,14
Office Supplies,Hamilton,United States,Cassandra Brandow,3/21/2014,East,Consumer,3/25/2014,Standard Class,Shipped Early,Ohio,Art,4,6,0.2,1,1,1,0.08,2,7,11,7.41,9
Office Supplies,Hamilton,United States,Cassandra Brandow,3/21/2014,East,Consumer,3/25/2014,Standard Class,Shipped Early,Ohio,Art,4,6,0.2,1,2,2,0.33,3,6,9,6.05,8
Office Supplies,Westfield,United States,Valerie Mitchum,11/6/2017,East,Home Office,11/13/2017,Standard Class,Shipped Late,New Jersey,Storage,7,6,0,1,22,22,0.47,3,46,69,46.26,46
Office Supplies,Philadelphia,United States,Fred Hopkins,7/6/2017,East,Corporate,7/13/2017,Standard Class,Shipped Late,Pennsylvania,Binders,7,6,0.7,1,0,0,0.16,2,3,4,2.95,10
Office Supplies,Philadelphia,United States,Fred Hopkins,7/6/2017,East,Corporate,7/13/2017,Standard Class,Shipped Late,Pennsylvania,Paper,7,6,0.2,1,4,4,0.26,3,16,24,16.06,20
Office Supplies,Akron,United States,Maria Bertelson,6/24/2017,East,Consumer,6/29/2017,Standard Class,Shipped Early,Ohio,Paper,5,6,0.2,1,6,6,0.26,3,22,33,21.74,28
Furniture,Denver,United States,Bruce Stewart,8/3/2014,West,Consumer,8/5/2014,First Class,Shipped Late,Colorado,Tables,2,1,0.2,1,-165,-165,-0.47,2,350,328,218.75,438
Office Supplies,Denver,United States,Bruce Stewart,8/3/2014,West,Consumer,8/5/2014,First Class,Shipped Late,Colorado,Appliances,2,1,0.2,1,1,1,0.36,1,3,4,2.6,4
Office Supplies,Dallas,United States,Logan Currie,12/17/2017,Central,Consumer,12/21/2017,Second Class,Shipped Late,Texas,Appliances,4,3,0.8,1,20,20,0.31,2,66,99,66.28,330
Furniture,Franklin,United States,Heather Kirkland,6/3/2017,South,Corporate,6/7/2017,Standard Class,Shipped Early,Tennessee,Furnishings,4,6,0.2,1,-26,-26,-0.74,7,35,53,35.17,44
Technology,Whittier,United States,Laurel Elliston,12/9/2017,West,Consumer,12/14/2017,Standard Class,Shipped Early,California,Phones,5,6,0.2,1,49,49,0.11,4,445,666,444.77,556
Office Supplies,Saginaw,United States,Joseph Holt,12/1/2017,Central,Consumer,12/7/2017,Standard Class,Shipped On Time,Michigan,Storage,6,6,0,1,-227,-227,-2.7,4,84,126,83.92,84
Technology,Saginaw,United States,Joseph Holt,12/1/2017,Central,Consumer,12/7/2017,Standard Class,Shipped On Time,Michigan,Phones,6,6,0,1,37,37,0.28,2,132,198,131.98,132
Office Supplies,Saginaw,United States,Joseph Holt,12/1/2017,Central,Consumer,12/7/2017,Standard Class,Shipped On Time,Michigan,Binders,6,6,0,1,2,2,0.1,4,16,24,15.92,16
Office Supplies,Saginaw,United States,Joseph Holt,12/1/2017,Central,Consumer,12/7/2017,Standard Class,Shipped On Time,Michigan,Fasteners,6,6,0,1,4,4,0.07,9,52,78,52.29,52
Office Supplies,Saginaw,United States,Joseph Holt,12/1/2017,Central,Consumer,12/7/2017,Standard Class,Shipped On Time,Michigan,Storage,6,6,0,1,25,25,0.27,1,92,138,91.99,92
Technology,Dallas,United States,Michael Stewart,2/9/2015,Central,Corporate,2/13/2015,Second Class,Shipped Late,Texas,Accessories,4,3,0.2,1,10,10,0.47,2,21,31,20.8,26
Office Supplies,Medina,United States,Victoria Wilson,1/2/2015,East,Corporate,1/9/2015,Standard Class,Shipped Late,Ohio,Labels,7,6,0.2,1,7,7,0.31,2,24,35,23.68,30
Furniture,Medina,United States,Victoria Wilson,1/2/2015,East,Corporate,1/9/2015,Standard Class,Shipped Late,Ohio,Bookcases,7,6,0.15,1,300,300,0.39,5,768,678,452.45,904
Technology,Medina,United States,Victoria Wilson,1/2/2015,East,Corporate,1/9/2015,Standard Class,Shipped Late,Ohio,Phones,7,6,0.4,1,20,20,0.31,3,63,94,62.98,105
Technology,Medina,United States,Victoria Wilson,1/2/2015,East,Corporate,1/9/2015,Standard Class,Shipped Late,Ohio,Machines,7,6,0.7,1,451,451,0.38,9,1188,1779,1188,3960
Technology,Medina,United States,Victoria Wilson,1/2/2015,East,Corporate,1/9/2015,Standard Class,Shipped Late,Ohio,Accessories,7,6,0.2,1,-49,-49,-0.54,2,90,134,89.58,113
Office Supplies,Los Angeles,United States,Jonathan Howell,10/28/2016,West,Consumer,11/1/2016,Standard Class,Shipped Early,California,Storage,4,6,0,1,-21,-21,-0.23,6,93,139,93.06,93
Technology,Los Angeles,United States,Jonathan Howell,10/28/2016,West,Consumer,11/1/2016,Standard Class,Shipped Early,California,Phones,4,6,0.2,1,-242,-242,-0.8,3,302,453,302.38,378
Office Supplies,Dublin,United States,Joni Blumstein,12/24/2015,East,Consumer,12/27/2015,First Class,Shipped Late,Ohio,Fasteners,3,1,0.2,1,0,0,0.05,2,6,8,5.58,8
Office Supplies,Dublin,United States,Joni Blumstein,12/24/2015,East,Consumer,12/27/2015,First Class,Shipped Late,Ohio,Paper,3,1,0.2,1,6,6,0.28,6,23,34,22.7,29
Office Supplies,Dublin,United States,Joni Blumstein,12/24/2015,East,Consumer,12/27/2015,First Class,Shipped Late,Ohio,Binders,3,1,0.7,1,2,2,0.08,4,20,30,19.78,67
Furniture,Dublin,United States,Joni Blumstein,12/24/2015,East,Consumer,12/27/2015,First Class,Shipped Late,Ohio,Furnishings,3,1,0.2,1,24,24,0.33,4,73,109,72.7,91
Technology,Dublin,United States,Joni Blumstein,12/24/2015,East,Consumer,12/27/2015,First Class,Shipped Late,Ohio,Machines,3,1,0.7,1,173,173,0.36,4,480,719,479.99,1600
Office Supplies,Dublin,United States,Joni Blumstein,12/24/2015,East,Consumer,12/27/2015,First Class,Shipped Late,Ohio,Art,3,1,0.2,1,-19,-19,-0.7,2,27,41,27.17,34
Office Supplies,Detroit,United States,David Smith,8/9/2015,Central,Corporate,8/16/2015,Standard Class,Shipped Late,Michigan,Art,7,6,0,1,1,1,0.26,1,2,3,2.2,2
Furniture,Detroit,United States,David Smith,8/9/2015,Central,Corporate,8/16/2015,Standard Class,Shipped Late,Michigan,Tables,7,6,0.2,1,-498,-498,-1,5,498,932,622.45,622
Office Supplies,Detroit,United States,David Smith,8/9/2015,Central,Corporate,8/16/2015,Standard Class,Shipped Late,Michigan,Storage,7,6,0,1,2,2,0.1,1,22,33,21.98,22
Furniture,Columbia,United States,Valerie Dominguez,2/28/2015,South,Consumer,3/4/2015,Standard Class,Shipped Early,Tennessee,Chairs,4,6,0.2,1,71,71,0.44,2,162,242,161.57,203
Furniture,Columbia,United States,Valerie Dominguez,2/28/2015,South,Consumer,3/4/2015,Standard Class,Shipped Early,Tennessee,Chairs,4,6,0.2,1,86,86,0.22,8,390,584,389.7,488
Office Supplies,Charlotte,United States,Erin Ashbrook,9/13/2014,South,Corporate,9/17/2014,Standard Class,Shipped Early,North Carolina,Binders,4,6,0.7,1,0,0,0.01,7,19,28,18.65,63
Furniture,Tampa,United States,Christopher Schild,4/7/2017,South,Home Office,4/12/2017,Standard Class,Shipped Early,Florida,Tables,5,6,0.2,1,24,24,0.07,2,340,350,233.86,425
Furniture,Tampa,United States,Christopher Schild,4/7/2017,South,Home Office,4/12/2017,Standard Class,Shipped Early,Florida,Tables,5,6,0.2,1,325,325,0.36,3,903,929,620.61,1129
Office Supplies,Tampa,United States,Christopher Schild,4/7/2017,South,Home Office,4/12/2017,Standard Class,Shipped Early,Florida,Binders,5,6,0.7,1,-3,-3,-0.67,2,5,8,5.33,17
Furniture,Tampa,United States,Christopher Schild,4/7/2017,South,Home Office,4/12/2017,Standard Class,Shipped Early,Florida,Furnishings,5,6,0.2,1,-114,-114,-0.44,3,258,386,258.07,323
Technology,Tampa,United States,Christopher Schild,4/7/2017,South,Home Office,4/12/2017,Standard Class,Shipped Early,Florida,Accessories,5,6,0.2,1,-247,-247,-0.4,3,618,925,617.98,773
Office Supplies,Santa Clara,United States,David Bremer,11/12/2017,West,Corporate,11/16/2017,Standard Class,Shipped Early,California,Paper,4,6,0,1,-7,-7,-0.67,2,11,16,10.56,11
Office Supplies,Chicago,United States,Ken Lonsdale,6/4/2016,Central,Consumer,6/9/2016,Second Class,Shipped Late,Illinois,Paper,5,3,0.2,1,0,0,0,5,26,39,25.92,33
Furniture,Chicago,United States,Ken Lonsdale,6/4/2016,Central,Consumer,6/9/2016,Second Class,Shipped Late,Illinois,Furnishings,5,3,0.6,1,-4,-4,-0.01,5,420,629,419.68,1050
Furniture,Chicago,United States,Ken Lonsdale,6/4/2016,Central,Consumer,6/9/2016,Second Class,Shipped Late,Illinois,Furnishings,5,3,0.6,1,5,5,0.45,3,12,18,11.69,30
Technology,Chicago,United States,Ken Lonsdale,6/4/2016,Central,Consumer,6/9/2016,Second Class,Shipped Late,Illinois,Phones,5,3,0.2,1,12,12,0.36,2,32,48,31.98,40
Furniture,Chicago,United States,Ken Lonsdale,6/4/2016,Central,Consumer,6/9/2016,Second Class,Shipped Late,Illinois,Tables,5,3,0.2,1,-156,-156,-0.55,5,283,265,177.22,354
Furniture,Chicago,United States,Ken Lonsdale,6/4/2016,Central,Consumer,6/9/2016,Second Class,Shipped Late,Illinois,Furnishings,5,3,0.6,1,-2,-2,-0.4,3,4,6,4.04,10
Office Supplies,Chicago,United States,Ken Lonsdale,6/4/2016,Central,Consumer,6/9/2016,Second Class,Shipped Late,Illinois,Art,5,3,0.2,1,2,2,0.35,2,7,11,7.41,9
Furniture,Lakeville,United States,Dianna Wilson,6/1/2014,Central,Home Office,6/6/2014,Second Class,Shipped Late,Minnesota,Chairs,5,3,0,1,-1361,-1361,-0.68,7,2002,2998,2001.86,2002
Office Supplies,Lakeville,United States,Dianna Wilson,6/1/2014,Central,Home Office,6/6/2014,Second Class,Shipped Late,Minnesota,Storage,5,3,0,1,-117,-117,-0.7,2,167,250,166.72,167
Office Supplies,Lakeville,United States,Dianna Wilson,6/1/2014,Central,Home Office,6/6/2014,Second Class,Shipped Late,Minnesota,Paper,5,3,0,1,8,8,0.16,6,48,72,47.88,48
Office Supplies,Lakeville,United States,Dianna Wilson,6/1/2014,Central,Home Office,6/6/2014,Second Class,Shipped Late,Minnesota,Appliances,5,3,0,1,436,436,0.29,5,1503,2251,1503.25,1503
Office Supplies,Lakeville,United States,Dianna Wilson,6/1/2014,Central,Home Office,6/6/2014,Second Class,Shipped Late,Minnesota,Paper,5,3,0,1,7,7,0.25,4,26,39,25.92,26
Furniture,San Francisco,United States,Logan Haushalter,12/10/2016,West,Consumer,12/15/2016,Second Class,Shipped Late,California,Chairs,5,3,0.2,1,161,161,0.5,2,322,482,321.57,403
Office Supplies,San Diego,United States,Kelly Collister,9/11/2016,West,Consumer,9/17/2016,Standard Class,Shipped On Time,California,Paper,6,6,0,1,3,3,0.33,1,8,11,7.61,8
Technology,San Diego,United States,Kelly Collister,9/11/2016,West,Consumer,9/17/2016,Standard Class,Shipped On Time,California,Accessories,6,6,0,1,1607,1607,0.48,13,3347,5013,3347.37,3347
Office Supplies,New York City,United States,Delfina Latchford,12/10/2016,East,Consumer,12/13/2016,First Class,Shipped Late,New York,Storage,3,1,0,1,7,7,0.09,6,81,121,80.58,81
Office Supplies,New York City,United States,Delfina Latchford,12/10/2016,East,Consumer,12/13/2016,First Class,Shipped Late,New York,Envelopes,3,1,0,1,170,170,0.47,4,362,542,361.92,362
Furniture,Chicago,United States,Dan Reichenbach,11/28/2015,Central,Corporate,12/4/2015,Standard Class,Shipped On Time,Illinois,Furnishings,6,6,0.6,1,2,2,0.19,9,12,18,12.13,30
Office Supplies,Chicago,United States,Dan Reichenbach,11/28/2015,Central,Corporate,12/4/2015,Standard Class,Shipped On Time,Illinois,Storage,6,6,0.2,1,23,23,0.28,2,82,123,82.37,103
Office Supplies,Chicago,United States,Dan Reichenbach,11/28/2015,Central,Corporate,12/4/2015,Standard Class,Shipped On Time,Illinois,Storage,6,6,0.2,1,24,24,0.45,5,54,81,53.92,68
Technology,Chicago,United States,Dan Reichenbach,11/28/2015,Central,Corporate,12/4/2015,Standard Class,Shipped On Time,Illinois,Phones,6,6,0.2,1,-454,-454,-0.7,6,648,970,647.9,810
Technology,New York City,United States,Craig Carreira,12/1/2017,East,Consumer,12/3/2017,Second Class,Shipped Early,New York,Accessories,2,3,0,1,-5,-5,-0.24,3,20,31,20.37,20
