Category,City,Country,CustomerName,OrderDate,Region,Segment,ShipDate,ShipMode,ShipStatus,State,SubCategory,DaystoShipActual,DaystoShipScheduled,Discount,NumberofRecords,Profit,ProfitperOrder,ProfitRatio,Quantity,Sales,SalesForecast,SalesperCustomer,saleswodic,Discount
Office Supplies,Columbus,United States,Dorothy Wardle,2/2/2017,East,Corporate,2/5/2017,First Class,Shipped Late,Ohio,Fasteners,3,1,0.25,1,6,6.97,0.28,9,19.6875,32,21.46,26,0.2
Office Supplies,Roseville,United States,Lena Creighton,10/13/2016,West,Consumer,10/19/2016,Standard Class,Shipped On Time,California,Paper,6,6,0.25,1,3,9.62,0.23,3,15,30,20.04,20,0
Office Supplies,Roseville,United States,Lena Creighton,10/13/2016,West,Consumer,10/19/2016,Standard Class,Shipped On Time,California,Paper,6,6,0.25,1,6,16.66,0.22,1,26.25,53,35.44,35,0
Office Supplies,Roseville,United States,Lena Creighton,10/13/2016,West,Consumer,10/19/2016,Standard Class,Shipped On Time,California,Art,6,6,0.25,1,0,3.46,0.05,4,9,17,11.52,12,0
Office Supplies,Roseville,United States,Lena Creighton,10/13/2016,West,Consumer,10/19/2016,Standard Class,Shipped On Time,California,Fasteners,6,6,0.25,1,1,1.97,0.24,2,3,6,4.02,4,0
Office Supplies,Roseville,United States,Lena Creighton,10/13/2016,West,Consumer,10/19/2016,Standard Class,Shipped On Time,California,Binders,6,6,0.25,1,21,26.66,0.3,3,71.25,114,76.18,95,0.2
Office Supplies,Roseville,United States,Lena Creighton,10/13/2016,West,Consumer,10/19/2016,Standard Class,Shipped On Time,California,Supplies,6,6,0.25,1,1,18.45,0.03,6,49.5,99,65.88,66,0
Furniture,Roseville,United States,Lena Creighton,10/13/2016,West,Consumer,10/19/2016,Standard Class,Shipped On Time,California,Furnishings,6,6,0.18,1,11,20.7,0.3,14,35.26,65,43.12,43,0
Furniture,Philadelphia,United States,Jonathan Doherty,9/5/2016,East,Corporate,9/7/2016,Second Class,Shipped Early,Pennsylvania,Furnishings,2,3,0.18,1,13,10.35,0.15,2,85.075,124,82.8,104,0.2
Office Supplies,San Francisco,United States,Sally Hughsby,9/18/2017,West,Corporate,9/23/2017,Standard Class,Shipped Early,California,Art,5,6,0.25,1,0,2.38,0.02,3,6.75,13,8.82,9,0
Office Supplies,San Francisco,United States,Sally Hughsby,9/18/2017,West,Corporate,9/23/2017,Standard Class,Shipped Early,California,Envelopes,5,6,0.25,1,2,5.1,0.22,3,8.25,16,10.86,11,0
Office Supplies,San Francisco,United States,Sally Hughsby,9/18/2017,West,Corporate,9/23/2017,Standard Class,Shipped Early,California,Paper,5,6,0.25,1,25,68.98,0.23,3,108,215,143.7,144,0
Office Supplies,Independence,United States,Sandra Glassco,12/22/2017,Central,Consumer,12/27/2017,Standard Class,Shipped Early,Missouri,Appliances,5,6,0.25,1,6,218.25,0.01,3,629.25,1257,839.43,839,0
Office Supplies,Pasadena,United States,Helen Andreada,9/7/2015,West,Consumer,9/12/2015,Standard Class,Shipped Early,California,Storage,5,6,0.25,1,-111,20.16,-0.22,7,504,1006,671.93,672,0
Furniture,Newark,United States,Maureen Gastineau,10/22/2014,East,Home Office,10/28/2014,Standard Class,Shipped On Time,Ohio,Furnishings,6,6,0.18,1,15,12.91,0.16,4,96.35,141,93.89,118,0.2
Technology,Franklin,United States,Justin Ellison,12/5/2016,Central,Corporate,12/9/2016,Standard Class,Shipped Early,Wisconsin,Phones,4,6,0.2,1,22,103.8,0.07,11,307.2,576,384.45,384,0
Technology,Franklin,United States,Justin Ellison,12/5/2016,Central,Corporate,12/9/2016,Standard Class,Shipped Early,Wisconsin,Phones,4,6,0.2,1,-19,6,-0.16,3,120,225,149.97,150,0
Furniture,Franklin,United States,Justin Ellison,12/5/2016,Central,Corporate,12/9/2016,Standard Class,Shipped Early,Wisconsin,Chairs,4,6,0.18,1,192,585.55,0.12,8,1600.64,2923,1951.84,1952,0
Office Supplies,Franklin,United States,Justin Ellison,12/5/2016,Central,Corporate,12/9/2016,Standard Class,Shipped Early,Wisconsin,Binders,4,6,0.25,1,28,80.63,0.22,5,129,257,171.55,172,0
Office Supplies,Scottsdale,United States,Tamara Willingham,3/13/2016,West,Home Office,3/16/2016,First Class,Shipped Late,Arizona,Appliances,3,1,0.25,1,9,17.77,0.06,5,148.125,237,157.92,198,0.2
Technology,Scottsdale,United States,Tamara Willingham,3/13/2016,West,Home Office,3/16/2016,First Class,Shipped Late,Arizona,Phones,3,1,0.2,1,16,15.24,0.08,2,203,304,203.18,254,0.2
Office Supplies,San Jose,United States,Stephanie Phelps,5/31/2015,West,Corporate,6/2/2015,First Class,Shipped Late,California,Paper,2,1,0.25,1,9,26.27,0.2,7,43.5,87,58.38,58,0
Office Supplies,San Jose,United States,Stephanie Phelps,5/31/2015,West,Corporate,6/2/2015,First Class,Shipped Late,California,Paper,2,1,0.25,1,17,48.54,0.21,4,79.5,158,105.52,106,0
Office Supplies,San Jose,United States,Stephanie Phelps,5/31/2015,West,Corporate,6/2/2015,First Class,Shipped Late,California,Storage,2,1,0.25,1,1,21.03,0.01,6,60.75,121,80.88,81,0
Office Supplies,Seattle,United States,Neil Knudson,5/28/2015,West,Home Office,6/3/2015,Standard Class,Shipped On Time,Washington,Art,6,6,0.25,1,0,1.79,0.02,3,5.25,10,6.63,7,0
Furniture,Seattle,United States,Dave Brooks,3/1/2014,West,Consumer,3/6/2014,Second Class,Shipped Late,Washington,Chairs,5,3,0.18,1,61,51.48,0.13,2,469.45,685,457.57,573,0.2
Office Supplies,Edmond,United States,Nora Paige,11/20/2016,Central,Consumer,11/24/2016,Standard Class,Shipped Early,Oklahoma,Labels,4,6,0.25,1,2,6.87,0.22,2,11.25,22,14.62,15,0
Technology,Edmond,United States,Nora Paige,11/20/2016,Central,Consumer,11/24/2016,Standard Class,Shipped Early,Oklahoma,Phones,4,6,0.2,1,38,236.23,0.05,7,756,1415,944.93,945,0
Office Supplies,Los Angeles,United States,Ted Trevino,5/11/2016,West,Consumer,5/12/2016,First Class,Shipped On Time,California,Paper,1,1,0.25,1,1,2.69,0.2,1,4.5,9,5.98,6,0
Technology,Philadelphia,United States,Eric Murdock,12/28/2015,East,Consumer,12/31/2015,Second Class,Shipped On Time,Pennsylvania,Accessories,3,3,0.2,1,2,1.36,0.03,2,54,81,54.38,68,0.2
Office Supplies,Carlsbad,United States,Ruben Dartt,11/16/2016,West,Consumer,11/20/2016,Standard Class,Shipped Early,New Mexico,Envelopes,4,6,0.25,1,5,13.35,0.22,5,21,43,28.4,28,0
Office Supplies,Seattle,United States,Max Jones,11/7/2016,West,Consumer,11/11/2016,Standard Class,Shipped Early,Washington,Binders,4,6,0.25,1,8,9.69,0.3,2,26.25,41,27.68,35,0.2
Office Supplies,San Antonio,United States,Becky Martin,9/8/2014,Central,Consumer,9/12/2014,Standard Class,Shipped Early,Texas,Art,4,6,0.25,1,2,2.73,0.23,3,9.375,15,9.94,13,0.2
Technology,San Antonio,United States,Becky Martin,9/8/2014,Central,Consumer,9/12/2014,Standard Class,Shipped Early,Texas,Machines,4,6,0.2,1,326,-1359.99,0.03,8,10880,12220,8159.95,13600,0.4
Office Supplies,San Antonio,United States,Becky Martin,9/8/2014,Central,Consumer,9/12/2014,Standard Class,Shipped Early,Texas,Storage,4,6,0.25,1,-67,-58.63,-0.26,3,258.75,413,275.93,345,0.2
Furniture,San Antonio,United States,Becky Martin,9/8/2014,Central,Consumer,9/12/2014,Standard Class,Shipped Early,Texas,Chairs,4,6,0.18,1,224,-24.86,0.11,9,2038.285714,2606,1740.06,2486,0.3
Office Supplies,San Antonio,United States,Becky Martin,9/8/2014,Central,Consumer,9/12/2014,Standard Class,Shipped Early,Texas,Art,4,6,0.25,1,5,6.81,0.16,6,30,48,32.06,40,0.2
Office Supplies,San Antonio,United States,Becky Martin,9/8/2014,Central,Consumer,9/12/2014,Standard Class,Shipped Early,Texas,Appliances,4,6,0.25,1,-1335,-453.85,-2,5,667.5,267,177.98,890,0.8
Technology,San Antonio,United States,Becky Martin,9/8/2014,Central,Consumer,9/12/2014,Standard Class,Shipped Early,Texas,Phones,4,6,0.2,1,9,9,0.06,3,144,216,143.98,180,0.2
Office Supplies,Los Angeles,United States,Chad Sievert,8/5/2014,West,Consumer,8/9/2014,Standard Class,Shipped Early,California,Paper,4,6,0.25,1,3,9.84,0.22,3,15.75,31,20.94,21,0
Office Supplies,Los Angeles,United States,Chad Sievert,8/5/2014,West,Consumer,8/9/2014,Standard Class,Shipped Early,California,Paper,4,6,0.25,1,19,53.26,0.23,2,83.25,166,110.96,111,0
Furniture,Los Angeles,United States,Chad Sievert,8/5/2014,West,Consumer,8/9/2014,Standard Class,Shipped Early,California,Chairs,4,6,0.18,1,28,21.26,0.08,7,348.5,509,340.14,425,0.2
Office Supplies,Chicago,United States,Jennifer Braxton,9/14/2014,Central,Corporate,9/19/2014,Standard Class,Shipped Early,Illinois,Appliances,5,6,0.25,1,-380,-131.12,-1.95,2,195,79,52.45,260,0.8
Office Supplies,Chicago,United States,Jennifer Braxton,9/14/2014,Central,Corporate,9/19/2014,Standard Class,Shipped Early,Illinois,Labels,5,6,0.25,1,5,6.55,0.28,4,18.75,30,20.16,25,0.2
Office Supplies,Houston,United States,Shirley Jackson,4/21/2017,Central,Consumer,4/25/2017,Second Class,Shipped Late,Texas,Appliances,4,3,0.25,1,-709,-243.16,-1.95,4,363.75,146,97.26,485,0.8
Furniture,Newark,United States,Joel Eaton,11/21/2015,East,Consumer,11/23/2015,Second Class,Shipped Early,Ohio,Chairs,2,3,0.18,1,42,-11.34,0.09,7,465.0571429,594,396.8,567,0.3
Office Supplies,Newark,United States,Joel Eaton,11/21/2015,East,Consumer,11/23/2015,Second Class,Shipped Early,Ohio,Supplies,2,3,0.25,1,-4,-3.77,-0.29,5,15,24,15.88,20,0.2
Office Supplies,New York City,United States,Jim Kriz,12/15/2015,East,Home Office,12/19/2015,Standard Class,Shipped Early,New York,Art,4,6,0.25,1,0,1.41,0.18,1,2.25,5,3.28,3,0
Office Supplies,Decatur,United States,David Kendrick,12/5/2014,Central,Corporate,12/9/2014,Second Class,Shipped Late,Illinois,Storage,4,3,0.25,1,1,1.86,0.03,2,23.4375,37,24.82,31,0.2
Technology,Decatur,United States,David Kendrick,12/5/2014,Central,Corporate,12/9/2014,Second Class,Shipped Late,Illinois,Accessories,4,3,0.2,1,78,76.64,0.19,7,409,612,408.74,511,0.2
Technology,Monroe,United States,Robert Marley,11/19/2014,South,Home Office,11/24/2014,Second Class,Shipped Late,Louisiana,Phones,5,3,0.2,1,24,131.03,0.06,4,403.2,755,503.96,504,0
Technology,Monroe,United States,Robert Marley,11/19/2014,South,Home Office,11/24/2014,Second Class,Shipped Late,Louisiana,Phones,5,3,0.2,1,10,41.99,0.08,5,120,225,149.95,150,0
Technology,Monroe,United States,Robert Marley,11/19/2014,South,Home Office,11/24/2014,Second Class,Shipped Late,Louisiana,Accessories,5,3,0.2,1,1,7.25,0.05,2,23.2,43,29,29,0
Office Supplies,Fairfield,United States,Sally Knutson,11/28/2016,East,Consumer,12/2/2016,Standard Class,Shipped Early,Connecticut,Binders,4,6,0.25,1,1,3.44,0.23,2,5.25,11,7.16,7,0
Technology,Los Angeles,United States,Frank Merwin,8/26/2014,West,Home Office,8/30/2014,Standard Class,Shipped Early,California,Accessories,4,6,0.2,1,-10,22.98,-0.07,8,141.6,265,176.8,177,0
Office Supplies,Grand Prairie,United States,Alice McCarthy,7/16/2016,Central,Corporate,7/22/2016,Standard Class,Shipped On Time,Texas,Storage,6,6,0.25,1,2,3.72,0.05,3,34.6875,56,37.22,46,0.2
Office Supplies,Grand Prairie,United States,Alice McCarthy,7/16/2016,Central,Corporate,7/22/2016,Standard Class,Shipped On Time,Texas,Paper,6,6,0.25,1,5,6.25,0.26,3,18.75,30,20.02,25,0.2
Furniture,New York City,United States,Mark Packer,10/12/2015,East,Home Office,10/14/2015,First Class,Shipped Late,New York,Bookcases,2,1,0.18,1,138,112.39,0.15,4,921.475,1347,899.14,1124,0.2
Technology,New York City,United States,Mark Packer,10/12/2015,East,Home Office,10/14/2015,First Class,Shipped Late,New York,Phones,2,1,0.2,1,5,20.09,0.08,6,57.6,107,71.76,72,0
Office Supplies,New York City,United States,Mark Packer,10/12/2015,East,Home Office,10/14/2015,First Class,Shipped Late,New York,Paper,2,1,0.25,1,9,24.88,0.23,8,39,78,51.84,52,0
Furniture,New York City,United States,Mark Packer,10/12/2015,East,Home Office,10/14/2015,First Class,Shipped Late,New York,Bookcases,2,1,0.18,1,64,46.98,0.1,3,641.65,938,626.35,783,0.2
Office Supplies,New York City,United States,Mark Packer,10/12/2015,East,Home Office,10/14/2015,First Class,Shipped Late,New York,Art,2,1,0.25,1,1,6.57,0.08,5,15,30,19.9,20,0
Office Supplies,Redlands,United States,Mary Zewe,10/31/2015,West,Corporate,11/6/2015,Standard Class,Shipped On Time,California,Envelopes,6,6,0.25,1,2,6.71,0.22,7,10.5,21,14.28,14,0
Office Supplies,Hamilton,United States,Cassandra Brandow,3/21/2014,East,Consumer,3/25/2014,Standard Class,Shipped Early,Ohio,Art,4,6,0.25,1,1,1.2,0.11,2,6.5625,11,7.41,9,0.2
Office Supplies,Hamilton,United States,Cassandra Brandow,3/21/2014,East,Consumer,3/25/2014,Standard Class,Shipped Early,Ohio,Art,4,6,0.25,1,1,1.59,0.21,3,5.625,9,6.05,8,0.2
Office Supplies,Westfield,United States,Valerie Mitchum,11/6/2017,East,Home Office,11/13/2017,Standard Class,Shipped Late,New Jersey,Storage,7,6,0.25,1,0,12.03,0.01,3,34.5,69,46.26,46,0
Office Supplies,Philadelphia,United States,Fred Hopkins,7/6/2017,East,Corporate,7/13/2017,Standard Class,Shipped Late,Pennsylvania,Binders,7,6,0.25,1,-2,-2.26,-0.32,2,7.5,4,2.95,10,0.7
Office Supplies,Philadelphia,United States,Fred Hopkins,7/6/2017,East,Corporate,7/13/2017,Standard Class,Shipped Late,Pennsylvania,Paper,7,6,0.25,1,5,5.82,0.31,3,15,24,16.06,20,0.2
Office Supplies,Akron,United States,Maria Bertelson,6/24/2017,East,Consumer,6/29/2017,Standard Class,Shipped Early,Ohio,Paper,5,6,0.25,1,5,6.79,0.26,3,20.625,33,21.74,28,0.2
Furniture,Denver,United States,Bruce Stewart,8/3/2014,West,Consumer,8/5/2014,First Class,Shipped Late,Colorado,Tables,2,1,0.18,1,-151,-161.88,-0.42,2,359.16,328,218.75,438,0.5
Office Supplies,Denver,United States,Bruce Stewart,8/3/2014,West,Consumer,8/5/2014,First Class,Shipped Late,Colorado,Appliances,2,1,0.25,1,0,0.29,0.06,1,2.8125,4,2.6,4,0.2
Office Supplies,Dallas,United States,Logan Currie,12/17/2017,Central,Consumer,12/21/2017,Second Class,Shipped Late,Texas,Appliances,4,3,0.25,1,-532,-178.97,-2.15,2,247.5,99,66.28,330,0.8
Furniture,Franklin,United States,Heather Kirkland,6/3/2017,South,Corporate,6/7/2017,Standard Class,Shipped Early,Tennessee,Furnishings,4,6,0.18,1,11,9.67,0.3,7,35.875,53,35.17,44,0.2
Technology,Whittier,United States,Laurel Elliston,12/9/2017,West,Consumer,12/14/2017,Standard Class,Shipped Early,California,Phones,5,6,0.2,1,45,44.48,0.1,4,445,666,444.77,556,0.2
Office Supplies,Saginaw,United States,Joseph Holt,12/1/2017,Central,Consumer,12/7/2017,Standard Class,Shipped On Time,Michigan,Storage,6,6,0.25,1,-11,5.87,-0.18,4,63,126,83.92,84,0
Technology,Saginaw,United States,Joseph Holt,12/1/2017,Central,Consumer,12/7/2017,Standard Class,Shipped On Time,Michigan,Phones,6,6,0.2,1,7,35.63,0.07,2,105.6,198,131.98,132,0
Office Supplies,Saginaw,United States,Joseph Holt,12/1/2017,Central,Consumer,12/7/2017,Standard Class,Shipped On Time,Michigan,Binders,6,6,0.25,1,3,7.48,0.22,4,12,24,15.92,16,0
Office Supplies,Saginaw,United States,Joseph Holt,12/1/2017,Central,Consumer,12/7/2017,Standard Class,Shipped On Time,Michigan,Fasteners,6,6,0.25,1,2,16.21,0.06,9,39,78,52.29,52,0
Office Supplies,Saginaw,United States,Joseph Holt,12/1/2017,Central,Consumer,12/7/2017,Standard Class,Shipped On Time,Michigan,Storage,6,6,0.25,1,-14,3.68,-0.21,1,69,138,91.99,92,0
Technology,Dallas,United States,Michael Stewart,2/9/2015,Central,Corporate,2/13/2015,Second Class,Shipped Late,Texas,Accessories,4,3,0.2,1,7,6.5,0.31,2,21,31,20.8,26,0.2
Office Supplies,Medina,United States,Victoria Wilson,1/2/2015,East,Corporate,1/9/2015,Standard Class,Shipped Late,Ohio,Labels,7,6,0.25,1,7,8.88,0.33,2,22.5,35,23.68,30,0.2
Furniture,Medina,United States,Victoria Wilson,1/2/2015,East,Corporate,1/9/2015,Standard Class,Shipped Late,Ohio,Bookcases,7,6,0.18,1,-163,-244.32,-0.22,5,741.28,678,452.45,904,0.5
Technology,Medina,United States,Victoria Wilson,1/2/2015,East,Corporate,1/9/2015,Standard Class,Shipped Late,Ohio,Phones,7,6,0.2,1,-3,-14.7,-0.03,3,84,94,62.98,105,0.4
Technology,Medina,United States,Victoria Wilson,1/2/2015,East,Corporate,1/9/2015,Standard Class,Shipped Late,Ohio,Machines,7,6,0.2,1,-950,-950.4,-0.3,9,3168,1779,1188,3960,0.7
Technology,Medina,United States,Victoria Wilson,1/2/2015,East,Corporate,1/9/2015,Standard Class,Shipped Late,Ohio,Accessories,7,6,0.2,1,5,4.48,0.05,2,90,134,89.58,113,0.2
Office Supplies,Los Angeles,United States,Jonathan Howell,10/28/2016,West,Consumer,11/1/2016,Standard Class,Shipped Early,California,Storage,4,6,0.25,1,2,26.06,0.03,6,69.75,139,93.06,93,0
Technology,Los Angeles,United States,Jonathan Howell,10/28/2016,West,Consumer,11/1/2016,Standard Class,Shipped Early,California,Phones,4,6,0.2,1,24,22.68,0.08,3,302,453,302.38,378,0.2
Office Supplies,Dublin,United States,Joni Blumstein,12/24/2015,East,Consumer,12/27/2015,First Class,Shipped Late,Ohio,Fasteners,3,1,0.25,1,2,1.81,0.28,2,5.625,8,5.58,8,0.2
Office Supplies,Dublin,United States,Joni Blumstein,12/24/2015,East,Consumer,12/27/2015,First Class,Shipped Late,Ohio,Paper,3,1,0.25,1,7,8.23,0.31,6,21.5625,34,22.7,29,0.2
Office Supplies,Dublin,United States,Joni Blumstein,12/24/2015,East,Consumer,12/27/2015,First Class,Shipped Late,Ohio,Binders,3,1,0.25,1,-13,-13.84,-0.25,4,50,30,19.78,67,0.7
Furniture,Dublin,United States,Joni Blumstein,12/24/2015,East,Consumer,12/27/2015,First Class,Shipped Late,Ohio,Furnishings,3,1,0.18,1,21,19.08,0.28,4,74.825,109,72.7,91,0.2
Technology,Dublin,United States,Joni Blumstein,12/24/2015,East,Consumer,12/27/2015,First Class,Shipped Late,Ohio,Machines,3,1,0.2,1,-384,-383.99,-0.3,4,1280,719,479.99,1600,0.7
Office Supplies,Dublin,United States,Joni Blumstein,12/24/2015,East,Consumer,12/27/2015,First Class,Shipped Late,Ohio,Art,3,1,0.25,1,1,2.72,0.05,2,25.3125,41,27.17,34,0.2
Office Supplies,Detroit,United States,David Smith,8/9/2015,Central,Corporate,8/16/2015,Standard Class,Shipped Late,Michigan,Art,7,6,0.25,1,0,0.97,0.19,1,1.5,3,2.2,2,0
Furniture,Detroit,United States,David Smith,8/9/2015,Central,Corporate,8/16/2015,Standard Class,Shipped Late,Michigan,Tables,7,6,0.18,1,20,136.94,0.04,5,510.04,932,622.45,622,0
Office Supplies,Detroit,United States,David Smith,8/9/2015,Central,Corporate,8/16/2015,Standard Class,Shipped Late,Michigan,Storage,7,6,0.25,1,-4,0.22,-0.24,1,16.5,33,21.98,22,0
Furniture,Columbia,United States,Valerie Dominguez,2/28/2015,South,Consumer,3/4/2015,Standard Class,Shipped Early,Tennessee,Chairs,4,6,0.18,1,-27,-28.27,-0.16,2,166.05,242,161.57,203,0.2
Furniture,Columbia,United States,Valerie Dominguez,2/28/2015,South,Consumer,3/4/2015,Standard Class,Shipped Early,Tennessee,Chairs,4,6,0.18,1,52,43.84,0.13,8,399.75,584,389.7,488,0.2
Office Supplies,Charlotte,United States,Erin Ashbrook,9/13/2014,South,Corporate,9/17/2014,Standard Class,Shipped Early,North Carolina,Binders,4,6,0.25,1,-10,-12.43,-0.22,7,47.5,28,18.65,63,0.7
Furniture,Tampa,United States,Christopher Schild,4/7/2017,South,Home Office,4/12/2017,Standard Class,Shipped Early,Florida,Tables,5,6,0.18,1,-59,-102.05,-0.17,2,348.8727273,350,233.86,425,0.45
Furniture,Tampa,United States,Christopher Schild,4/7/2017,South,Home Office,4/12/2017,Standard Class,Shipped Early,Florida,Tables,5,6,0.18,1,-120,-248.25,-0.13,3,925.8545455,929,620.61,1129,0.45
Office Supplies,Tampa,United States,Christopher Schild,4/7/2017,South,Home Office,4/12/2017,Standard Class,Shipped Early,Florida,Binders,5,6,0.25,1,-3,-3.55,-0.22,2,12.5,8,5.33,17,0.7
Furniture,Tampa,United States,Christopher Schild,4/7/2017,South,Home Office,4/12/2017,Standard Class,Shipped Early,Florida,Furnishings,5,6,0.18,1,5,0,0.02,3,264.45,386,258.07,323,0.2
Technology,Tampa,United States,Christopher Schild,4/7/2017,South,Home Office,4/12/2017,Standard Class,Shipped Early,Florida,Accessories,5,6,0.2,1,-6,-7.72,-0.01,3,618,925,617.98,773,0.2
Office Supplies,Santa Clara,United States,David Bremer,11/12/2017,West,Corporate,11/16/2017,Standard Class,Shipped Early,California,Paper,4,6,0.25,1,2,4.75,0.2,2,8.25,16,10.56,11,0
Office Supplies,Chicago,United States,Ken Lonsdale,6/4/2016,Central,Consumer,6/9/2016,Second Class,Shipped Late,Illinois,Paper,5,3,0.25,1,8,9.4,0.31,5,24.375,39,25.92,33,0.2
Furniture,Chicago,United States,Ken Lonsdale,6/4/2016,Central,Consumer,6/9/2016,Second Class,Shipped Late,Illinois,Furnishings,5,3,0.18,1,-370,-356.73,-0.43,5,861,629,419.68,1050,0.6
Furniture,Chicago,United States,Ken Lonsdale,6/4/2016,Central,Consumer,6/9/2016,Second Class,Shipped Late,Illinois,Furnishings,5,3,0.18,1,0,-4.68,0.02,3,24.6,18,11.69,30,0.6
Technology,Chicago,United States,Ken Lonsdale,6/4/2016,Central,Consumer,6/9/2016,Second Class,Shipped Late,Illinois,Phones,5,3,0.2,1,11,11.19,0.35,2,32,48,31.98,40,0.2
Furniture,Chicago,United States,Ken Lonsdale,6/4/2016,Central,Consumer,6/9/2016,Second Class,Shipped Late,Illinois,Tables,5,3,0.18,1,-105,-120.51,-0.36,5,290.28,265,177.22,354,0.5
Furniture,Chicago,United States,Ken Lonsdale,6/4/2016,Central,Consumer,6/9/2016,Second Class,Shipped Late,Illinois,Furnishings,5,3,0.18,1,-2,-2.83,-0.28,3,8.2,6,4.04,10,0.6
Office Supplies,Chicago,United States,Ken Lonsdale,6/4/2016,Central,Consumer,6/9/2016,Second Class,Shipped Late,Illinois,Art,5,3,0.25,1,1,1.2,0.11,2,6.5625,11,7.41,9,0.2
Furniture,Lakeville,United States,Dianna Wilson,6/1/2014,Central,Home Office,6/6/2014,Second Class,Shipped Late,Minnesota,Chairs,5,3,0.18,1,181,580.54,0.11,7,1641.64,2998,2001.86,2002,0
Office Supplies,Lakeville,United States,Dianna Wilson,6/1/2014,Central,Home Office,6/6/2014,Second Class,Shipped Late,Minnesota,Storage,5,3,0.25,1,0,41.68,0,2,125.25,250,166.72,167,0
