Category,City,Country,CustomerName,OrderDate,Region,Segment,ShipDate,ShipMode,ShipStatus,State,SubCategory,DaystoShipActual,DaystoShipScheduled,Discount,NumberofRecords,Profit,ProfitperOrder,ProfitRatio,Quantity,Sales,SalesForecast,SalesperCustomer,
OfficeSupplies,Roseville,United States,Lena Creighton,10/13/2016,West,Consumer,10/19/2016,StandardClass,ShippedOnTime,California,Fasteners,6,6,0,1,2,1.97,0.49,2,4,6,4.02,4
OfficeSupplies,Roseville,United States,Lena Creighton,10/13/2016,West,Consumer,10/19/2016,StandardClass,ShippedOnTime,California,Binders,6,6,0.2,1,27,26.66,0.35,3,76,114,76.18,95
OfficeSupplies,Roseville,United States,Lena Creighton,10/13/2016,West,Consumer,10/19/2016,StandardClass,ShippedOnTime,California,Supplies,6,6,0,1,18,18.45,0.28,6,66,99,65.88,66
Furniture,Roseville,United States,Lena Creighton,10/13/2016,West,Consumer,10/19/2016,StandardClass,ShippedOnTime,California,Furnishings,6,6,0,1,21,20.7,0.48,14,43,65,43.12,43
Furniture,Philadelphia,United States,Jonathan Doherty,9/5/2016,East,Corporate,9/7/2016,SecondClass,ShippedEarly,Pennsylvania,Furnishings,2,3,0.2,1,10,10.35,0.13,2,83,124,82.8,104
OfficeSupplies,San Francisco,United States,Sally Hughsby,9/18/2017,West,Corporate,9/23/2017,StandardClass,ShippedEarly,California,Art,5,6,0,1,2,2.38,0.27,3,9,13,8.82,9
OfficeSupplies,San Francisco,United States,Sally Hughsby,9/18/2017,West,Corporate,9/23/2017,StandardClass,ShippedEarly,California,Envelopes,5,6,0,1,5,5.1,0.47,3,11,16,10.86,11
OfficeSupplies,San Francisco,United States,Sally Hughsby,9/18/2017,West,Corporate,9/23/2017,StandardClass,ShippedEarly,California,Paper,5,6,0,1,69,68.98,0.48,3,144,215,143.7,144
OfficeSupplies,Independence,United States,Sandra Glassco,12/22/2017,Central,Consumer,12/27/2017,StandardClass,ShippedEarly,Missouri,Appliances,5,6,0,1,218,218.25,0.26,3,839,1257,839.43,839
OfficeSupplies,Pasadena,United States,Helen Andreada,9/7/2015,West,Consumer,9/12/2015,StandardClass,ShippedEarly,California,Storage,5,6,0,1,20,20.16,0.03,7,672,1006,671.93,672
Furniture,Newark,United States,Maureen Gastineau,10/22/2014,East,HomeOffice,10/28/2014,StandardClass,ShippedOnTime,Ohio,Furnishings,6,6,0.2,1,13,12.91,0.14,4,94,141,93.89,118
Technology,Franklin,United States,Justin Ellison,12/5/2016,Central,Corporate,12/9/2016,StandardClass,ShippedEarly,Wisconsin,Phones,4,6,0,1,104,103.8,0.27,11,384,576,384.45,384
Technology,Franklin,United States,Justin Ellison,12/5/2016,Central,Corporate,12/9/2016,StandardClass,ShippedEarly,Wisconsin,Phones,4,6,0,1,6,6,0.04,3,150,225,149.97,150
Furniture,Franklin,United States,Justin Ellison,12/5/2016,Central,Corporate,12/9/2016,StandardClass,ShippedEarly,Wisconsin,Chairs,4,6,0,1,586,585.55,0.3,8,1952,2923,1951.84,1952
OfficeSupplies,Franklin,United States,Justin Ellison,12/5/2016,Central,Corporate,12/9/2016,StandardClass,ShippedEarly,Wisconsin,Binders,4,6,0,1,81,80.63,0.47,5,172,257,171.55,172
OfficeSupplies,Scottsdale,United States,Tamara Willingham,3/13/2016,West,HomeOffice,3/16/2016,FirstClass,ShippedLate,Arizona,Appliances,3,1,0.2,1,18,17.77,0.11,5,158,237,157.92,198
Technology,Scottsdale,United States,Tamara Willingham,3/13/2016,West,HomeOffice,3/16/2016,FirstClass,ShippedLate,Arizona,Phones,3,1,0.2,1,15,15.24,0.08,2,203,304,203.18,254
OfficeSupplies,San Jose,United States,Stephanie Phelps,5/31/2015,West,Corporate,6/2/2015,FirstClass,ShippedLate,California,Paper,2,1,0,1,26,26.27,0.45,7,58,87,58.38,58
OfficeSupplies,San Jose,United States,Stephanie Phelps,5/31/2015,West,Corporate,6/2/2015,FirstClass,ShippedLate,California,Paper,2,1,0,1,49,48.54,0.46,4,106,158,105.52,106
OfficeSupplies,San Jose,United States,Stephanie Phelps,5/31/2015,West,Corporate,6/2/2015,FirstClass,ShippedLate,California,Storage,2,1,0,1,21,21.03,0.26,6,81,121,80.88,81
OfficeSupplies,Seattle,United States,Neil Knudson,5/28/2015,West,HomeOffice,6/3/2015,StandardClass,ShippedOnTime,Washington,Art,6,6,0,1,2,1.79,0.27,3,7,10,6.63,7
Furniture,Seattle,United States,Dave Brooks,3/1/2014,West,Consumer,3/6/2014,SecondClass,ShippedLate,Washington,Chairs,5,3,0.2,1,51,51.48,0.11,2,458,685,457.57,573
OfficeSupplies,Edmond,United States,Nora Paige,11/20/2016,Central,Consumer,11/24/2016,StandardClass,ShippedEarly,Oklahoma,Labels,4,6,0,1,7,6.87,0.47,2,15,22,14.62,15
Technology,Edmond,United States,Nora Paige,11/20/2016,Central,Consumer,11/24/2016,StandardClass,ShippedEarly,Oklahoma,Phones,4,6,0,1,236,236.23,0.25,7,945,1415,944.93,945
OfficeSupplies,Los Angeles,United States,Ted Trevino,5/11/2016,West,Consumer,5/12/2016,FirstClass,ShippedOnTime,California,Paper,1,1,0,1,3,2.69,0.45,1,6,9,5.98,6
Technology,Philadelphia,United States,Eric Murdock,12/28/2015,East,Consumer,12/31/2015,SecondClass,ShippedOnTime,Pennsylvania,Accessories,3,3,0.2,1,1,1.36,0.03,2,54,81,54.38,68
OfficeSupplies,Carlsbad,United States,Ruben Dartt,11/16/2016,West,Consumer,11/20/2016,StandardClass,ShippedEarly,New Mexico,Envelopes,4,6,0,1,13,13.35,0.47,5,28,43,28.4,28
OfficeSupplies,Seattle,United States,Max Jones,11/7/2016,West,Consumer,11/11/2016,StandardClass,ShippedEarly,Washington,Binders,4,6,0.2,1,10,9.69,0.35,2,28,41,27.68,35
OfficeSupplies,San Antonio,United States,Becky Martin,9/8/2014,Central,Consumer,9/12/2014,StandardClass,ShippedEarly,Texas,Art,4,6,0.2,1,3,2.73,0.28,3,10,15,9.94,13
Technology,San Antonio,United States,Becky Martin,9/8/2014,Central,Consumer,9/12/2014,StandardClass,ShippedEarly,Texas,Machines,4,6,0.4,1,-1360,-1359.99,-0.17,8,8160,12220,8159.95,13600
OfficeSupplies,San Antonio,United States,Becky Martin,9/8/2014,Central,Consumer,9/12/2014,StandardClass,ShippedEarly,Texas,Storage,4,6,0.2,1,-59,-58.63,-0.21,3,276,413,275.93,345
Furniture,San Antonio,United States,Becky Martin,9/8/2014,Central,Consumer,9/12/2014,StandardClass,ShippedEarly,Texas,Chairs,4,6,0.3,1,-25,-24.86,-0.01,9,1740,2606,1740.06,2486
OfficeSupplies,San Antonio,United States,Becky Martin,9/8/2014,Central,Consumer,9/12/2014,StandardClass,ShippedEarly,Texas,Art,4,6,0.2,1,7,6.81,0.21,6,32,48,32.06,40
OfficeSupplies,San Antonio,United States,Becky Martin,9/8/2014,Central,Consumer,9/12/2014,StandardClass,ShippedEarly,Texas,Appliances,4,6,0.8,1,-454,-453.85,-2.55,5,178,267,177.98,890
Technology,San Antonio,United States,Becky Martin,9/8/2014,Central,Consumer,9/12/2014,StandardClass,ShippedEarly,Texas,Phones,4,6,0.2,1,9,9,0.06,3,144,216,143.98,180
OfficeSupplies,Los Angeles,United States,Chad Sievert,8/5/2014,West,Consumer,8/9/2014,StandardClass,ShippedEarly,California,Paper,4,6,0,1,10,9.84,0.47,3,21,31,20.94,21
OfficeSupplies,Los Angeles,United States,Chad Sievert,8/5/2014,West,Consumer,8/9/2014,StandardClass,ShippedEarly,California,Paper,4,6,0,1,53,53.26,0.48,2,111,166,110.96,111
Furniture,Los Angeles,United States,Chad Sievert,8/5/2014,West,Consumer,8/9/2014,StandardClass,ShippedEarly,California,Chairs,4,6,0.2,1,21,21.26,0.06,7,340,509,340.14,425
OfficeSupplies,Chicago,United States,Jennifer Braxton,9/14/2014,Central,Corporate,9/19/2014,StandardClass,ShippedEarly,Illinois,Appliances,5,6,0.8,1,-131,-131.12,-2.5,2,52,79,52.45,260
OfficeSupplies,Chicago,United States,Jennifer Braxton,9/14/2014,Central,Corporate,9/19/2014,StandardClass,ShippedEarly,Illinois,Labels,5,6,0.2,1,7,6.55,0.33,4,20,30,20.16,25
OfficeSupplies,Houston,United States,Shirley Jackson,4/21/2017,Central,Consumer,4/25/2017,SecondClass,ShippedLate,Texas,Appliances,4,3,0.8,1,-243,-243.16,-2.5,4,97,146,97.26,485
Furniture,Newark,United States,Joel Eaton,11/21/2015,East,Consumer,11/23/2015,SecondClass,ShippedEarly,Ohio,Chairs,2,3,0.3,1,-11,-11.34,-0.03,7,397,594,396.8,567
OfficeSupplies,Newark,United States,Joel Eaton,11/21/2015,East,Consumer,11/23/2015,SecondClass,ShippedEarly,Ohio,Supplies,2,3,0.2,1,-4,-3.77,-0.24,5,16,24,15.88,20
OfficeSupplies,New York City,United States,Jim Kriz,12/15/2015,East,HomeOffice,12/19/2015,StandardClass,ShippedEarly,New York,Art,4,6,0,1,1,1.41,0.43,1,3,5,3.28,3
OfficeSupplies,Decatur,United States,David Kendrick,12/5/2014,Central,Corporate,12/9/2014,SecondClass,ShippedLate,Illinois,Storage,4,3,0.2,1,2,1.86,0.08,2,25,37,24.82,31
Technology,Decatur,United States,David Kendrick,12/5/2014,Central,Corporate,12/9/2014,SecondClass,ShippedLate,Illinois,Accessories,4,3,0.2,1,77,76.64,0.19,7,409,612,408.74,511
Technology,Monroe,United States,Robert Marley,11/19/2014,South,HomeOffice,11/24/2014,SecondClass,ShippedLate,Louisiana,Phones,5,3,0,1,131,131.03,0.26,4,504,755,503.96,504
Technology,Monroe,United States,Robert Marley,11/19/2014,South,HomeOffice,11/24/2014,SecondClass,ShippedLate,Louisiana,Phones,5,3,0,1,42,41.99,0.28,5,150,225,149.95,150
Technology,Monroe,United States,Robert Marley,11/19/2014,South,HomeOffice,11/24/2014,SecondClass,ShippedLate,Louisiana,Accessories,5,3,0,1,7,7.25,0.25,2,29,43,29,29
OfficeSupplies,Fairfield,United States,Sally Knutson,11/28/2016,East,Consumer,12/2/2016,StandardClass,ShippedEarly,Connecticut,Binders,4,6,0,1,3,3.44,0.48,2,7,11,7.16,7
Technology,Los Angeles,United States,Frank Merwin,8/26/2014,West,HomeOffice,8/30/2014,StandardClass,ShippedEarly,California,Accessories,4,6,0,1,23,22.98,0.13,8,177,265,176.8,177
OfficeSupplies,Grand Prairie,United States,Alice McCarthy,7/16/2016,Central,Corporate,7/22/2016,StandardClass,ShippedOnTime,Texas,Storage,6,6,0.2,1,4,3.72,0.1,3,37,56,37.22,46
OfficeSupplies,Grand Prairie,United States,Alice McCarthy,7/16/2016,Central,Corporate,7/22/2016,StandardClass,ShippedOnTime,Texas,Paper,6,6,0.2,1,6,6.25,0.31,3,20,30,20.02,25
Furniture,New York City,United States,Mark Packer,10/12/2015,East,HomeOffice,10/14/2015,FirstClass,ShippedLate,New York,Bookcases,2,1,0.2,1,112,112.39,0.13,4,899,1347,899.14,1124
Technology,New York City,United States,Mark Packer,10/12/2015,East,HomeOffice,10/14/2015,FirstClass,ShippedLate,New York,Phones,2,1,0,1,20,20.09,0.28,6,72,107,71.76,72
OfficeSupplies,New York City,United States,Mark Packer,10/12/2015,East,HomeOffice,10/14/2015,FirstClass,ShippedLate,New York,Paper,2,1,0,1,25,24.88,0.48,8,52,78,51.84,52
Furniture,New York City,United States,Mark Packer,10/12/2015,East,HomeOffice,10/14/2015,FirstClass,ShippedLate,New York,Bookcases,2,1,0.2,1,47,46.98,0.08,3,626,938,626.35,783
OfficeSupplies,New York City,United States,Mark Packer,10/12/2015,East,HomeOffice,10/14/2015,FirstClass,ShippedLate,New York,Art,2,1,0,1,7,6.57,0.33,5,20,30,19.9,20
OfficeSupplies,Redlands,United States,Mary Zewe,10/31/2015,West,Corporate,11/6/2015,StandardClass,ShippedOnTime,California,Envelopes,6,6,0,1,7,6.71,0.47,7,14,21,14.28,14
OfficeSupplies,Hamilton,United States,Cassandra Brandow,3/21/2014,East,Consumer,3/25/2014,StandardClass,ShippedEarly,Ohio,Art,4,6,0.2,1,1,1.2,0.16,2,7,11,7.41,9
OfficeSupplies,Hamilton,United States,Cassandra Brandow,3/21/2014,East,Consumer,3/25/2014,StandardClass,ShippedEarly,Ohio,Art,4,6,0.2,1,2,1.59,0.26,3,6,9,6.05,8
OfficeSupplies,Westfield,United States,Valerie Mitchum,11/6/2017,East,HomeOffice,11/13/2017,StandardClass,ShippedLate,New Jersey,Storage,7,6,0,1,12,12.03,0.26,3,46,69,46.26,46
OfficeSupplies,Philadelphia,United States,Fred Hopkins,7/6/2017,East,Corporate,7/13/2017,StandardClass,ShippedLate,Pennsylvania,Binders,7,6,0.7,1,-2,-2.26,-0.77,2,3,4,2.95,10
OfficeSupplies,Philadelphia,United States,Fred Hopkins,7/6/2017,East,Corporate,7/13/2017,StandardClass,ShippedLate,Pennsylvania,Paper,7,6,0.2,1,6,5.82,0.36,3,16,24,16.06,20
OfficeSupplies,Akron,United States,Maria Bertelson,6/24/2017,East,Consumer,6/29/2017,StandardClass,ShippedEarly,Ohio,Paper,5,6,0.2,1,7,6.79,0.31,3,22,33,21.74,28
Furniture,Denver,United States,Bruce Stewart,8/3/2014,West,Consumer,8/5/2014,FirstClass,ShippedLate,Colorado,Tables,2,1,0.5,1,-162,-161.88,-0.74,2,219,328,218.75,438
OfficeSupplies,Denver,United States,Bruce Stewart,8/3/2014,West,Consumer,8/5/2014,FirstClass,ShippedLate,Colorado,Appliances,2,1,0.2,1,0,0.29,0.11,1,3,4,2.6,4
OfficeSupplies,Dallas,United States,Logan Currie,12/17/2017,Central,Consumer,12/21/2017,SecondClass,ShippedLate,Texas,Appliances,4,3,0.8,1,-179,-178.97,-2.7,2,66,99,66.28,330
Furniture,Franklin,United States,Heather Kirkland,6/3/2017,South,Corporate,6/7/2017,StandardClass,ShippedEarly,Tennessee,Furnishings,4,6,0.2,1,10,9.67,0.28,7,35,53,35.17,44
Technology,Whittier,United States,Laurel Elliston,12/9/2017,West,Consumer,12/14/2017,StandardClass,ShippedEarly,California,Phones,5,6,0.2,1,44,44.48,0.1,4,445,666,444.77,556
OfficeSupplies,Saginaw,United States,Joseph Holt,12/1/2017,Central,Consumer,12/7/2017,StandardClass,ShippedOnTime,Michigan,Storage,6,6,0,1,6,5.87,0.07,4,84,126,83.92,84
Technology,Saginaw,United States,Joseph Holt,12/1/2017,Central,Consumer,12/7/2017,StandardClass,ShippedOnTime,Michigan,Phones,6,6,0,1,36,35.63,0.27,2,132,198,131.98,132
OfficeSupplies,Saginaw,United States,Joseph Holt,12/1/2017,Central,Consumer,12/7/2017,StandardClass,ShippedOnTime,Michigan,Binders,6,6,0,1,7,7.48,0.47,4,16,24,15.92,16
OfficeSupplies,Saginaw,United States,Joseph Holt,12/1/2017,Central,Consumer,12/7/2017,StandardClass,ShippedOnTime,Michigan,Fasteners,6,6,0,1,16,16.21,0.31,9,52,78,52.29,52
OfficeSupplies,Saginaw,United States,Joseph Holt,12/1/2017,Central,Consumer,12/7/2017,StandardClass,ShippedOnTime,Michigan,Storage,6,6,0,1,4,3.68,0.04,1,92,138,91.99,92
Technology,Dallas,United States,Michael Stewart,2/9/2015,Central,Corporate,2/13/2015,SecondClass,ShippedLate,Texas,Accessories,4,3,0.2,1,7,6.5,0.31,2,21,31,20.8,26
OfficeSupplies,Medina,United States,Victoria Wilson,1/2/2015,East,Corporate,1/9/2015,StandardClass,ShippedLate,Ohio,Labels,7,6,0.2,1,9,8.88,0.38,2,24,35,23.68,30
Furniture,Medina,United States,Victoria Wilson,1/2/2015,East,Corporate,1/9/2015,StandardClass,ShippedLate,Ohio,Bookcases,7,6,0.5,1,-244,-244.32,-0.54,5,452,678,452.45,904
Technology,Medina,United States,Victoria Wilson,1/2/2015,East,Corporate,1/9/2015,StandardClass,ShippedLate,Ohio,Phones,7,6,0.4,1,-15,-14.7,-0.23,3,63,94,62.98,105
Technology,Medina,United States,Victoria Wilson,1/2/2015,East,Corporate,1/9/2015,StandardClass,ShippedLate,Ohio,Machines,7,6,0.7,1,-950,-950.4,-0.8,9,1188,1779,1188,3960
Technology,Medina,United States,Victoria Wilson,1/2/2015,East,Corporate,1/9/2015,StandardClass,ShippedLate,Ohio,Accessories,7,6,0.2,1,4,4.48,0.05,2,90,134,89.58,113
OfficeSupplies,Los Angeles,United States,Jonathan Howell,10/28/2016,West,Consumer,11/1/2016,StandardClass,ShippedEarly,California,Storage,4,6,0,1,26,26.06,0.28,6,93,139,93.06,93
Technology,Los Angeles,United States,Jonathan Howell,10/28/2016,West,Consumer,11/1/2016,StandardClass,ShippedEarly,California,Phones,4,6,0.2,1,23,22.68,0.08,3,302,453,302.38,378
OfficeSupplies,Dublin,United States,Joni Blumstein,12/24/2015,East,Consumer,12/27/2015,FirstClass,ShippedLate,Ohio,Fasteners,3,1,0.2,1,2,1.81,0.33,2,6,8,5.58,8
OfficeSupplies,Dublin,United States,Joni Blumstein,12/24/2015,East,Consumer,12/27/2015,FirstClass,ShippedLate,Ohio,Paper,3,1,0.2,1,8,8.23,0.36,6,23,34,22.7,29
OfficeSupplies,Dublin,United States,Joni Blumstein,12/24/2015,East,Consumer,12/27/2015,FirstClass,ShippedLate,Ohio,Binders,3,1,0.7,1,-14,-13.84,-0.7,4,20,30,19.78,67
Furniture,Dublin,United States,Joni Blumstein,12/24/2015,East,Consumer,12/27/2015,FirstClass,ShippedLate,Ohio,Furnishings,3,1,0.2,1,19,19.08,0.26,4,73,109,72.7,91
Technology,Dublin,United States,Joni Blumstein,12/24/2015,East,Consumer,12/27/2015,FirstClass,ShippedLate,Ohio,Machines,3,1,0.7,1,-384,-383.99,-0.8,4,480,719,479.99,1600
OfficeSupplies,Dublin,United States,Joni Blumstein,12/24/2015,East,Consumer,12/27/2015,FirstClass,ShippedLate,Ohio,Art,3,1,0.2,1,3,2.72,0.1,2,27,41,27.17,34
OfficeSupplies,Detroit,United States,David Smith,8/9/2015,Central,Corporate,8/16/2015,StandardClass,ShippedLate,Michigan,Art,7,6,0,1,1,0.97,0.44,1,2,3,2.2,2
Furniture,Detroit,United States,David Smith,8/9/2015,Central,Corporate,8/16/2015,StandardClass,ShippedLate,Michigan,Tables,7,6,0,1,137,136.94,0.22,5,622,932,622.45,622
OfficeSupplies,Detroit,United States,David Smith,8/9/2015,Central,Corporate,8/16/2015,StandardClass,ShippedLate,Michigan,Storage,7,6,0,1,0,0.22,0.01,1,22,33,21.98,22
Furniture,Columbia,United States,Valerie Dominguez,2/28/2015,South,Consumer,3/4/2015,StandardClass,ShippedEarly,Tennessee,Chairs,4,6,0.2,1,-28,-28.27,-0.18,2,162,242,161.57,203
Furniture,Columbia,United States,Valerie Dominguez,2/28/2015,South,Consumer,3/4/2015,StandardClass,ShippedEarly,Tennessee,Chairs,4,6,0.2,1,44,43.84,0.11,8,390,584,389.7,488
OfficeSupplies,Charlotte,United States,Erin Ashbrook,9/13/2014,South,Corporate,9/17/2014,StandardClass,ShippedEarly,North Carolina,Binders,4,6,0.7,1,-12,-12.43,-0.67,7,19,28,18.65,63
Furniture,Tampa,United States,Christopher Schild,4/7/2017,South,HomeOffice,4/12/2017,StandardClass,ShippedEarly,Florida,Tables,5,6,0.45,1,-102,-102.05,-0.44,2,234,350,233.86,425
Furniture,Tampa,United States,Christopher Schild,4/7/2017,South,HomeOffice,4/12/2017,StandardClass,ShippedEarly,Florida,Tables,5,6,0.45,1,-248,-248.25,-0.4,3,621,929,620.61,1129
OfficeSupplies,Tampa,United States,Christopher Schild,4/7/2017,South,HomeOffice,4/12/2017,StandardClass,ShippedEarly,Florida,Binders,5,6,0.7,1,-4,-3.55,-0.67,2,5,8,5.33,17
Furniture,Tampa,United States,Christopher Schild,4/7/2017,South,HomeOffice,4/12/2017,StandardClass,ShippedEarly,Florida,Furnishings,5,6,0.2,1,0,0,0,3,258,386,258.07,323
Technology,Tampa,United States,Christopher Schild,4/7/2017,South,HomeOffice,4/12/2017,StandardClass,ShippedEarly,Florida,Accessories,5,6,0.2,1,-8,-7.72,-0.01,3,618,925,617.98,773
OfficeSupplies,Santa Clara,United States,David Bremer,11/12/2017,West,Corporate,11/16/2017,StandardClass,ShippedEarly,California,Paper,4,6,0,1,5,4.75,0.45,2,11,16,10.56,11
OfficeSupplies,Chicago,United States,Ken Lonsdale,6/4/2016,Central,Consumer,6/9/2016,SecondClass,ShippedLate,Illinois,Paper,5,3,0.2,1,9,9.4,0.36,5,26,39,25.92,33
Furniture,Chicago,United States,Ken Lonsdale,6/4/2016,Central,Consumer,6/9/2016,SecondClass,ShippedLate,Illinois,Furnishings,5,3,0.6,1,-357,-356.73,-0.85,5,420,629,419.68,1050
Furniture,Chicago,United States,Ken Lonsdale,6/4/2016,Central,Consumer,6/9/2016,SecondClass,ShippedLate,Illinois,Furnishings,5,3,0.6,1,-5,-4.68,-0.4,3,12,18,11.69,30
Technology,Chicago,United States,Ken Lonsdale,6/4/2016,Central,Consumer,6/9/2016,SecondClass,ShippedLate,Illinois,Phones,5,3,0.2,1,11,11.19,0.35,2,32,48,31.98,40
Furniture,Chicago,United States,Ken Lonsdale,6/4/2016,Central,Consumer,6/9/2016,SecondClass,ShippedLate,Illinois,Tables,5,3,0.5,1,-121,-120.51,-0.68,5,177,265,177.22,354
Furniture,Chicago,United States,Ken Lonsdale,6/4/2016,Central,Consumer,6/9/2016,SecondClass,ShippedLate,Illinois,Furnishings,5,3,0.6,1,-3,-2.83,-0.7,3,4,6,4.04,10
OfficeSupplies,Chicago,United States,Ken Lonsdale,6/4/2016,Central,Consumer,6/9/2016,SecondClass,ShippedLate,Illinois,Art,5,3,0.2,1,1,1.2,0.16,2,7,11,7.41,9
Furniture,Lakeville,United States,Dianna Wilson,6/1/2014,Central,HomeOffice,6/6/2014,SecondClass,ShippedLate,Minnesota,Chairs,5,3,0,1,581,580.54,0.29,7,2002,2998,2001.86,2002
OfficeSupplies,Lakeville,United States,Dianna Wilson,6/1/2014,Central,HomeOffice,6/6/2014,SecondClass,ShippedLate,Minnesota,Storage,5,3,0,1,42,41.68,0.25,2,167,250,166.72,167
OfficeSupplies,Lakeville,United States,Dianna Wilson,6/1/2014,Central,HomeOffice,6/6/2014,SecondClass,ShippedLate,Minnesota,Paper,5,3,0,1,24,23.94,0.5,6,48,72,47.88,48
OfficeSupplies,Lakeville,United States,Dianna Wilson,6/1/2014,Central,HomeOffice,6/6/2014,SecondClass,ShippedLate,Minnesota,Appliances,5,3,0,1,496,496.07,0.33,5,1503,2251,1503.25,1503
OfficeSupplies,Lakeville,United States,Dianna Wilson,6/1/2014,Central,HomeOffice,6/6/2014,SecondClass,ShippedLate,Minnesota,Paper,5,3,0,1,12,12.44,0.48,4,26,39,25.92,26
Furniture,San Francisco,United States,Logan Haushalter,12/10/2016,West,Consumer,12/15/2016,SecondClass,ShippedLate,California,Chairs,5,3,0.2,1,28,28.14,0.09,2,322,482,321.57,403
OfficeSupplies,San Diego,United States,Kelly Collister,9/11/2016,West,Consumer,9/17/2016,StandardClass,ShippedOnTime,California,Paper,6,6,0,1,4,3.58,0.47,1,8,11,7.61,8
Technology,San Diego,United States,Kelly Collister,9/11/2016,West,Consumer,9/17/2016,StandardClass,ShippedOnTime,California,Accessories,6,6,0,1,636,636,0.19,13,3347,5013,3347.37,3347
OfficeSupplies,New York City,United States,Delfina Latchford,12/10/2016,East,Consumer,12/13/2016,FirstClass,ShippedLate,New York,Storage,3,1,0,1,23,22.56,0.28,6,81,121,80.58,81
OfficeSupplies,New York City,United States,Delfina Latchford,12/10/2016,East,Consumer,12/13/2016,FirstClass,ShippedLate,New York,Envelopes,3,1,0,1,163,162.86,0.45,4,362,542,361.92,362
Furniture,Chicago,United States,Dan Reichenbach,11/28/2015,Central,Corporate,12/4/2015,StandardClass,ShippedOnTime,Illinois,Furnishings,6,6,0.6,1,-8,-8.49,-0.7,9,12,18,12.13,30
OfficeSupplies,Chicago,United States,Dan Reichenbach,11/28/2015,Central,Corporate,12/4/2015,StandardClass,ShippedOnTime,Illinois,Storage,6,6,0.2,1,-20,-19.56,-0.24,2,82,123,82.37,103
OfficeSupplies,Chicago,United States,Dan Reichenbach,11/28/2015,Central,Corporate,12/4/2015,StandardClass,ShippedOnTime,Illinois,Storage,6,6,0.2,1,4,4.04,0.08,5,54,81,53.92,68
Technology,Chicago,United States,Dan Reichenbach,11/28/2015,Central,Corporate,12/4/2015,StandardClass,ShippedOnTime,Illinois,Phones,6,6,0.2,1,57,56.69,0.09,6,648,970,647.9,810
Technology,New York City,United States,Craig Carreira,12/1/2017,East,Consumer,12/3/2017,SecondClass,ShippedEarly,New York,Accessories,2,3,0,1,7,6.93,0.34,3,20,31,20.37,20
OfficeSupplies,New York City,United States,Craig Carreira,12/1/2017,East,Consumer,12/3/2017,SecondClass,ShippedEarly,New York,Storage,2,3,0,1,7,6.65,0.03,3,222,332,221.55,222
